Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Let RFF do the talking: large language model enabled lightweight RFFI for 6G edge intelligence,Science China Information Sciences,,,,10.1007/s11432-024-4463-0,Ning GaoYi LiuQifan ZhangXiao LiShi Jin,2025,https://link.springer.com/article/10.1007/s11432-024-4463-0,Article
An intelligent ransomware based cyberthreat detection model using multi head attention-based recurrent neural networks with optimization algorithm in IoT environment,Scientific Reports,,,,10.1038/s41598-025-92711-4,Sarah A. AlzakariMohammed AljebreenNazir AhmadAsma A. AlhashmiSultan AlahmariOthman AlrusainiAli M. Al-SharafiWafa Sulaiman Almukadi,2025,https://link.springer.com/article/10.1038/s41598-025-92711-4,Article
Deep anomaly detection of temporal heterogeneous data in AIOps: a survey,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.2400467,Jiayi GuiZhongnan MaHao ZhouYan SuMiaoru ZhangKe YuXiaofei Wu,2025,https://link.springer.com/article/10.1631/FITEE.2400467,Article
Large Language Models for&#xa0;Cyber Threat Intelligence: Extracting MITRE With LLMs,"Availability, Reliability and Security",,,,10.1007/978-3-032-00633-2_5,Andraž KrašovecGary SteriGeorgios KaropoulosMirko Trapani,2025,https://link.springer.com/chapter/10.1007/978-3-032-00633-2_5,Conference paper
ARCeR: An&#xa0;Agentic RAG for&#xa0;the&#xa0;Automated Definition of&#xa0;Cyber Ranges,"Availability, Reliability and Security",,,,10.1007/978-3-032-00630-1_2,Matteo LupinacciFrancesco BlefariFrancesco RomeoFrancesco Aurelio PirontiAngelo Furfaro,2025,https://link.springer.com/chapter/10.1007/978-3-032-00630-1_2,Conference paper
Evaluating ASCERT: generative AI for cyber-range scenario generation,International Journal of Information Security,,,,10.1007/s10207-025-01179-w,M. PalumickasM. Mudassar YaminB. KattChhagan Lal,2025,https://link.springer.com/article/10.1007/s10207-025-01179-w,Article
Exploring the Dual Role of LLMs in Cybersecurity: Threats and Defenses,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_26,Ciarán BryceAlexandros KalousisIlan LerouxHélène MadinierThomas PaschePatrick Ruch,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_26,Chapter
Enhanced Cybersecurity: AI-Driven Phishing Fraud Detection Approach,Advances in Information and Communication,,,,10.1007/978-3-031-85363-0_21,Sergey AvdoshinElena PesotskayaDenis VolkovYabin Alejandro Lagunes Cuevas,2025,https://link.springer.com/chapter/10.1007/978-3-031-85363-0_21,Conference paper
Next gen cybersecurity paradigm towards artificial general intelligence: Russian market challenges and future global technological trends,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-024-00529-x,Ekaterina PleshakovaAleksey OsipovSergey GataullinTimur GataullinAthanasios Vasilakos,2024,https://link.springer.com/article/10.1007/s11416-024-00529-x,Article
"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",International Journal of Information Security,,,,10.1007/s10207-025-00992-7,Seyed Mohammad Taghavi FarFarid Feyzi,2025,https://link.springer.com/article/10.1007/s10207-025-00992-7,Article
LLMs in&#xa0;Security Testing and&#xa0;Monitoring: An Initial Study,"Availability, Reliability and Security",,,,10.1007/978-3-032-00644-8_9,Luong NguyenManh-Dung NguyenAnh Hao BuiAna Rosa CavalliEdgardo Montes de Oca,2025,https://link.springer.com/chapter/10.1007/978-3-032-00644-8_9,Conference paper
Modeling Network Traffic Generators for Cyber Ranges: A Systematic Literature Review,Journal of Network and Systems Management,,,,10.1007/s10922-025-09901-8,Jonas Vasconcelos BisteneAnderson Fernandes Pereira dos SantosClayton Escouper das ChagasRonaldo Moreira Salles,2025,https://link.springer.com/article/10.1007/s10922-025-09901-8,Article
CTIMiner: Cyber Threat Intelligence Mining Using Adaptive Multi-task Adversarial Active Learning,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-89363-6_4,Chunyan MaZhengwei JiangKai ZhangJun JiangPeian YangBo XuHuamin Feng,2025,https://link.springer.com/chapter/10.1007/978-3-031-89363-6_4,Conference paper
Security in Next-gen  Centralized E/E Architectures,ATZelectronics worldwide,,,,10.1007/s38314-025-2068-0,Thomas GinsbergClaudio BalestrinoStefan Marksteiner,2025,https://link.springer.com/article/10.1007/s38314-025-2068-0,Article
Adding extra security layer to chatGPT: machine learning based model to detect malicious cybersecurity prompts,Cluster Computing,,,,10.1007/s10586-025-05144-z,Ibrahim ObeidatRabee AlquranAlla MughaidAla Obeidat,2025,https://link.springer.com/article/10.1007/s10586-025-05144-z,Article
Canary in&#xa0;the&#xa0;Coal Mine: Identifying Cyber Threat Trends Through Topic Mining – Stack Overflow Case Study,Computer Security. ESORICS 2024 International Workshops,,,,10.1007/978-3-031-82362-6_31,Matthijs KoierHugo KuipersMarre SlikkerSlinger JansenKatsiaryna Labunets,2025,https://link.springer.com/chapter/10.1007/978-3-031-82362-6_31,Conference paper
Architectural Patterns for LLM Adoption in Agentic AI,Agentic AI in Enterprise,,,,10.1007/979-8-8688-1542-3_3,Sumit RanjanDivya ChembachereLanwin Lobo,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1542-3_3,Chapter
Penetration Testing with&#xa0;AI: Case Studies on&#xa0;LLM and&#xa0;RL-Based Attack Agents,Advances in Computational Intelligence,,,,10.1007/978-3-032-02725-2_5,Rui FernandesNuno LopesPaulo TeixeiraJoaquim Gonçalves,2026,https://link.springer.com/chapter/10.1007/978-3-032-02725-2_5,Conference paper
An Approach Based on&#xa0;LLMs for&#xa0;Forensic Threat Detection in&#xa0;Autonomous Systems,International Joint Conferences,,,,10.1007/978-3-031-75016-8_3,David Sobrín-HidalgoIrene González-FernándezMiguel Ángel González-SantamartaAdrián Campazas-VegaClaudia Álvarez-AparicioÁngel Manuel Guerrero-HiguerasFrancisco Javier Rodríguez-LeraVicente Matellán-Olivera,2024,https://link.springer.com/chapter/10.1007/978-3-031-75016-8_3,Conference paper
Risk-Aware Adaptive Cyber Deception Guided by&#xa0;Large Language Models,"Availability, Reliability and Security",,,,10.1007/978-3-032-00633-2_8,David Lopes AntunesPavlos CheimonidisEleftherios BatzolisKyriakos OvaliadisSalvador Llopis SanchezKonstantinos Rantos,2025,https://link.springer.com/chapter/10.1007/978-3-032-00633-2_8,Conference paper
Agentic AI Threat Modeling,Securing AI Agents,,,,10.1007/978-3-032-02130-4_2,Ken HuangChris Hughes,2025,https://link.springer.com/chapter/10.1007/978-3-032-02130-4_2,Chapter
Research on the Possibility of Application of Generative Artificial Intelligence in Open Source Threat Intelligence Grid Field,"The Proceedings of 2024 International Conference of Electrical, Electronic and Networked Energy Systems",,,,10.1007/978-981-96-1868-2_31,Yue SunCong HouYuyue SuXinrui HuHuibing LeiHaoxuan NingYu Xia,2025,https://link.springer.com/chapter/10.1007/978-981-96-1868-2_31,Conference paper
Psychological Profiling in&#xa0;Cybersecurity: A Look at&#xa0;LLMs and&#xa0;Psycholinguistic Features,"Web Information Systems Engineering – WISE 2024 PhD Symposium, Demos and Workshops",,,,10.1007/978-981-96-1483-7_31,Jean Marie TshimulaD’Jeff K. NkashamaJean Tshibangu MuabilaRené Manassé GalekwaHugues KandaMaximilien V. DialufumaMbuyi Mukendi DidierKalala KalonjiSerge MundelePatience Kinshie LenyeTighana Wenge BaseleAristarque IlungaChristian N. MayembaNathanaël M. KasoroSelain K. KaserekaHardy MikesePierre-Martin TardifMarc FrappierFroduald KabanzaShengrui WangAli Mulenda SumbuXavier NdonaRaoul Kienge-Kienge Intudi,2025,https://link.springer.com/chapter/10.1007/978-981-96-1483-7_31,Conference paper
Augmented Intelligence Framework for Human–Artificial Intelligence Teaming in Cybersecurity,Human-Centric Intelligent Systems,,,,10.1007/s44230-025-00103-8,Masike Malatji,2025,https://link.springer.com/article/10.1007/s44230-025-00103-8,Article
A transformer-based hierarchical learning model for the detection of cybersecurity threats,Progress in Artificial Intelligence,,,,10.1007/s13748-025-00398-5,J. M. Martínez-RamírezM. LucenaO. CordónC. J. Carmona,2025,https://link.springer.com/article/10.1007/s13748-025-00398-5,Article
Efficient anomaly detection in tabular cybersecurity data using large language models,Scientific Reports,,,,10.1038/s41598-025-88050-z,Xiaoyong ZhaoXingxin LengLei WangNingning WangYanqiong Liu,2025,https://link.springer.com/article/10.1038/s41598-025-88050-z,Article
Semi-supervised method for anomaly detection in HTTP traffic,EURASIP Journal on Information Security,,,,10.1186/s13635-025-00210-w,Malki Ishara WasundaraJunwei ZhouYanchao YangDongdong ZhaoJianwen Xiang,2025,https://link.springer.com/article/10.1186/s13635-025-00210-w,Article
Impact of large language model (ChatGPT) in healthcare: an umbrella review and evidence synthesis,Journal of Biomedical Science,,,,10.1186/s12929-025-01131-z,Usman IqbalAfifa TanweerAnnisa Ristya RahmantiDavid GreenfieldLeon Tsung-Ju LeeYu-Chuan Jack Li,2025,https://link.springer.com/article/10.1186/s12929-025-01131-z,Article
Lightweight malicious URL detection using deep learning and large language models,Scientific Reports,,,,10.1038/s41598-025-26653-2,Hareem KibriyaRashid AminSultan S. AlshamraniSafia RehmanMehdi HassanFaisal S. Alsubaei,2025,https://link.springer.com/article/10.1038/s41598-025-26653-2,Article
"Intelligent smelting process, management system: Efficient and intelligent management strategy by incorporating large language model",Frontiers of Engineering Management,,,,10.1007/s42524-024-4013-y,Tianjie FuShimin LiuPeiyu Li,2024,https://link.springer.com/article/10.1007/s42524-024-4013-y,Article
Monitoring Emerging Trends in LLM Research,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_17,Maxime WürschDimitri Percia DavidAlain Mermoud,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_17,Chapter
Integrating AI and&#xa0;RDF Knowledge Graphs with&#xa0;MITRE ATT&amp;CK for&#xa0;CTI Insights,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-96231-8_28,Apostolos MavridisStergios TegosChristos AnastasiouMaria PapoutsoglouGeorgios Meditskos,2026,https://link.springer.com/chapter/10.1007/978-3-031-96231-8_28,Conference paper
Waging warfare against states: the deployment of artificial intelligence in cyber espionage,AI and Ethics,,,,10.1007/s43681-024-00628-x,Wan Rosalili Wan Rosli,2025,https://link.springer.com/article/10.1007/s43681-024-00628-x,Article
SANVector: SBERT-APTNet Vector Framework for&#xa0;Cyber Threat Attack Attribution Using Diversified CTI Logs,Information Systems Security,,,,10.1007/978-3-032-13714-2_10,Sougata DolaiAnnu KumariMayank Agarwal,2026,https://link.springer.com/chapter/10.1007/978-3-032-13714-2_10,Conference paper
Multi-agent Collaborative Framework with&#xa0;Few-Shot CoT for&#xa0;Threat Detection,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-95-3058-8_36,Tianxiang XuChang LiuZihao WangKangsheng Wang,2026,https://link.springer.com/chapter/10.1007/978-981-95-3058-8_36,Conference paper
Incremental learning research for webshell detection,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00235-8,Zhiqiang WangHaoyu WangShaowei YuanZhiang Tian,2025,https://link.springer.com/article/10.1007/s44443-025-00235-8,Article
Adaptive malware identification via integrated SimCLR and GRU networks,Scientific Reports,,,,10.1038/s41598-025-08556-4,Faisal S. AlsubaeiAbdulwahab Ali AlmazroiWalid Said AtwaAbdulaleem Ali AlmazroiNasir AyubN. Z. Jhanjhi,2025,https://link.springer.com/article/10.1038/s41598-025-08556-4,Article
"A comprehensive survey on techniques, challenges, evaluation metrics and applications of deep learning models for anomaly detection",Discover Applied Sciences,,,,10.1007/s42452-025-07312-7,Mudita KohliIndu Chhabra,2025,https://link.springer.com/article/10.1007/s42452-025-07312-7,Article
Standards for LLM Security,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_25,Subhabrata Majumdar,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_25,Chapter
"A Critical Analysis of Generative AI: Challenges, Opportunities, and Future Research Directions",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10355-z,Mueen UddinShams Ul ArfeenFuhid AlanaziSaddam HussainTehseen MazharMd. Arafatur Rahman,2025,https://link.springer.com/article/10.1007/s11831-025-10355-z,Article
Human-Centered Artificial&#xa0;Intelligence in Cybersecurity,Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_99-1,Jing ChenKatherine Rose GarciaYining “Elena” ZhangLeGrand Estefan DudleyAshley Doreen Warren,2026,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_99-1,Living reference work entry
Architectural Framework for Automated Incident Response: Leveraging LLMs and Classifiers for Rapid Postattack Analysis and Reporting,ICT: Applications and Social Interfaces,,,,10.1007/978-981-96-5751-3_20,Veer MehtaAryamann KhareSiddhant Hitesh MantriPintu R. Shah,2025,https://link.springer.com/chapter/10.1007/978-981-96-5751-3_20,Conference paper
Utilizing Prompt Engineering to Operationalize Cybersecurity,Generative AI Security,,,,10.1007/978-3-031-54252-7_9,Ken HuangGrace HuangYuyan DuanJu Hyun,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_9,Chapter
Towards Context-Aware Log Anomaly Detection Using Fine-Tuned Large Language Models,Computer Security – ESORICS 2025,,,,10.1007/978-3-032-07884-1_5,Hugo BreniauxDjedjiga Mouheb,2026,https://link.springer.com/chapter/10.1007/978-3-032-07884-1_5,Conference paper
Cognitive Impacts of Explainable AI in Cybersecurity Incident Response: Challenges and Propositions,Information Systems Frontiers,,,,10.1007/s10796-025-10609-y,Chen ZhongAlper Yayla,2025,https://link.springer.com/article/10.1007/s10796-025-10609-y,Article
Conversational AI-Driven DNN Model for&#xa0;Cyberattack Detection and&#xa0;Mitigation in&#xa0;Industrial IoT Networks,Smart Trends in Computing and Communications,,,,10.1007/978-981-96-7517-3_34,Safwan AhmedRojas BinnyS. N. VelukuttyAnimesh Giri,2026,https://link.springer.com/chapter/10.1007/978-981-96-7517-3_34,Conference paper
How Can LLM Improve Efficiency of C4ISR?,Artificial Intelligence for Global Security,,,,10.1007/978-3-031-96522-7_1,Dominique VerdejoEunika Mercier Laurent,2025,https://link.springer.com/chapter/10.1007/978-3-031-96522-7_1,Conference paper
An Empirical Assessment of&#xa0;LLM-Based Approaches to&#xa0;Malicious Webpage Detection,Computational Science – ICCS 2025,,,,10.1007/978-3-031-97629-2_12,Gracjan MakMateusz GniewkowskiPaweł WalkowiakArkadiusz Janz,2025,https://link.springer.com/chapter/10.1007/978-3-031-97629-2_12,Conference paper
Designing Interpretable AI Models with Lightweight Parallelism for Real-Time Malware Detection and Prevention,Software and Data Engineering,,,,10.1007/978-3-032-08649-5_25,Zachariah McCulloughJose Martinez,2026,https://link.springer.com/chapter/10.1007/978-3-032-08649-5_25,Conference paper
Project for AI-Driven Logistics Implementation and Utilization,Artificial Intelligence for Logistics 5.0,,,,10.1007/978-3-031-94046-0_9,Bernardo Nicoletti,2025,https://link.springer.com/chapter/10.1007/978-3-031-94046-0_9,Chapter
Cybersecurity in Analysis and Design,Analysis and Design of Next-Generation Software Architectures,,,,10.1007/978-3-031-76212-3_9,Arthur M. Langer,2025,https://link.springer.com/chapter/10.1007/978-3-031-76212-3_9,Chapter
"Multi-Level Fine-Tuning, Data Augmentation, and Few-Shot Learning for Specialized Cyber Threat Intelligence",Deep Learning in Textual Low-Data Regimes for Cybersecurity,,,,10.1007/978-3-658-48778-2_12,Markus Bayer,2025,https://link.springer.com/chapter/10.1007/978-3-658-48778-2_12,Chapter
